computer_datetime,sample,time_ms,time_s,sensor,raw_adc,adc_voltage,module_voltage
2026-09-06T18:39:28.055,28,28520,28.520,MQ-4,439.70,0.5064,0.7596
2026-09-06T18:39:29.053,29,29520,29.520,MQ-4,440.85,0.5060,0.7591
2026-09-06T18:39:30.054,30,30520,30.520,MQ-4,441.45,0.5063,0.7595
2026-09-06T18:39:31.054,31,31520,31.520,MQ-4,440.50,0.5067,0.7601
2026-09-06T18:39:32.054,32,32520,32.520,MQ-4,441.30,0.5062,0.7592
2026-09-06T18:39:33.053,33,33520,33.520,MQ-4,440.75,0.5063,0.7594
2026-09-06T18:39:34.053,34,34520,34.520,MQ-4,440.40,0.5067,0.7601
2026-09-06T18:39:35.054,35,35520,35.520,MQ-4,440.75,0.5060,0.7590
2026-09-06T18:39:36.053,36,36520,36.520,MQ-4,439.10,0.5063,0.7594
2026-09-06T18:39:37.053,37,37520,37.520,MQ-4,440.85,0.5071,0.7606
2026-09-06T18:39:38.053,38,38520,38.520,MQ-4,440.40,0.5064,0.7596
2026-09-06T18:39:39.053,39,39520,39.520,MQ-4,440.85,0.5070,0.7606
2026-09-06T18:39:40.052,40,40520,40.520,MQ-4,441.60,0.5061,0.7591
2026-09-06T18:39:41.052,41,41520,41.520,MQ-4,441.95,0.5060,0.7590
2026-09-06T18:39:42.053,42,42520,42.520,MQ-4,439.35,0.5099,0.7648
2026-09-06T18:39:43.052,43,43520,43.520,MQ-4,439.05,0.5048,0.7571
2026-09-06T18:39:44.054,44,44520,44.520,MQ-4,440.15,0.5063,0.7594
2026-09-06T18:39:45.054,45,45520,45.520,MQ-4,442.65,0.5090,0.7635
2026-09-06T18:39:46.053,46,46520,46.520,MQ-4,434.95,0.5048,0.7572
2026-09-06T18:39:47.052,47,47520,47.520,MQ-4,439.40,0.5051,0.7577
2026-09-06T18:39:48.052,48,48520,48.520,MQ-4,439.35,0.5053,0.7579
2026-09-06T18:39:49.053,49,49520,49.520,MQ-4,439.40,0.5056,0.7584
2026-09-06T18:39:50.054,50,50520,50.520,MQ-4,437.30,0.5053,0.7579
2026-09-06T18:39:51.054,51,51520,51.520,MQ-4,428.85,0.4963,0.7444
2026-09-06T18:39:52.053,52,52520,52.520,MQ-4,430.95,0.4981,0.7472
2026-09-06T18:39:53.053,53,53520,53.520,MQ-4,430.90,0.4978,0.7466
2026-09-06T18:39:54.054,54,54520,54.520,MQ-4,430.15,0.4980,0.7469
2026-09-06T18:39:55.053,55,55520,55.520,MQ-4,430.60,0.4979,0.7468
2026-09-06T18:39:56.053,56,56520,56.520,MQ-4,430.35,0.4973,0.7459
2026-09-06T18:39:57.052,57,57520,57.520,MQ-4,429.95,0.4969,0.7453
2026-09-06T18:39:58.053,58,58520,58.520,MQ-4,402.75,0.4759,0.7138
2026-09-06T18:39:59.053,59,59520,59.520,MQ-4,400.25,0.4717,0.7076
2026-09-06T18:40:00.053,60,60520,60.520,MQ-4,397.45,0.4704,0.7056
2026-09-06T18:40:01.052,61,61520,61.520,MQ-4,394.30,0.4666,0.7000
2026-09-06T18:40:02.053,62,62520,62.520,MQ-4,393.40,0.4671,0.7006
2026-09-06T18:40:03.053,63,63520,63.520,MQ-4,392.80,0.4655,0.6982
2026-09-06T18:40:04.052,64,64520,64.520,MQ-4,389.05,0.4640,0.6960
2026-09-06T18:40:05.052,65,65520,65.520,MQ-4,386.55,0.4624,0.6937
2026-09-06T18:40:06.051,66,66520,66.520,MQ-4,389.95,0.4655,0.6983
2026-09-06T18:40:07.052,67,67520,67.520,MQ-4,393.15,0.4671,0.7006
2026-09-06T18:40:08.053,68,68520,68.520,MQ-4,393.90,0.4673,0.7009
2026-09-06T18:40:09.052,69,69520,69.520,MQ-4,397.30,0.4706,0.7059
2026-09-06T18:40:10.051,70,70520,70.520,MQ-4,396.30,0.4710,0.7065
2026-09-06T18:40:11.052,71,71520,71.520,MQ-4,399.00,0.4712,0.7068
2026-09-06T18:40:12.051,72,72520,72.520,MQ-4,400.00,0.4724,0.7085
2026-09-06T18:40:13.053,73,73520,73.520,MQ-4,399.80,0.4725,0.7087
2026-09-06T18:40:14.051,74,74520,74.520,MQ-4,401.15,0.4737,0.7106
2026-09-06T18:40:15.052,75,75520,75.520,MQ-4,401.05,0.4731,0.7096
2026-09-06T18:40:16.052,76,76520,76.520,MQ-4,400.60,0.4739,0.7108
2026-09-06T18:40:17.051,77,77520,77.520,MQ-4,402.15,0.4744,0.7116
2026-09-06T18:40:18.051,78,78520,78.520,MQ-4,402.00,0.4740,0.7111
2026-09-06T18:40:19.051,79,79520,79.520,MQ-4,402.55,0.4753,0.7129
2026-09-06T18:40:20.051,80,80520,80.520,MQ-4,401.20,0.4737,0.7106
2026-09-06T18:40:21.052,81,81520,81.520,MQ-4,402.10,0.4735,0.7103
2026-09-06T18:40:22.052,82,82520,82.520,MQ-4,403.30,0.4748,0.7121
2026-09-06T18:40:23.052,83,83520,83.520,MQ-4,403.95,0.4761,0.7141
2026-09-06T18:40:24.051,84,84520,84.520,MQ-4,403.55,0.4762,0.7142
2026-09-06T18:40:25.052,85,85520,85.520,MQ-4,404.10,0.4762,0.7142
2026-09-06T18:40:26.051,86,86520,86.520,MQ-4,404.60,0.4772,0.7158
2026-09-06T18:40:27.052,87,87520,87.520,MQ-4,405.15,0.4773,0.7159
2026-09-06T18:40:28.051,88,88520,88.520,MQ-4,406.70,0.4776,0.7165
2026-09-06T18:40:29.052,89,89520,89.520,MQ-4,405.55,0.4779,0.7168
2026-09-06T18:40:30.052,90,90520,90.520,MQ-4,407.00,0.4781,0.7171
2026-09-06T18:40:31.051,91,91520,91.520,MQ-4,406.30,0.4783,0.7174
2026-09-06T18:40:32.052,92,92520,92.520,MQ-4,407.35,0.4787,0.7181
2026-09-06T18:40:33.052,93,93520,93.520,MQ-4,408.60,0.4778,0.7167
2026-09-06T18:40:34.052,94,94520,94.520,MQ-4,407.60,0.4782,0.7173
2026-09-06T18:40:35.051,95,95520,95.520,MQ-4,406.70,0.4796,0.7194
2026-09-06T18:40:36.051,96,96520,96.520,MQ-4,407.95,0.4799,0.7199
2026-09-06T18:40:37.051,97,97520,97.520,MQ-4,407.95,0.4784,0.7175
2026-09-06T18:40:38.050,98,98520,98.520,MQ-4,407.85,0.4792,0.7188
2026-09-06T18:40:39.051,99,99520,99.520,MQ-4,408.10,0.4799,0.7199
2026-09-06T18:40:40.051,100,100520,100.520,MQ-4,408.40,0.4809,0.7213
2026-09-06T18:40:41.052,101,101520,101.520,MQ-4,407.90,0.4793,0.7189
2026-09-06T18:40:42.051,102,102520,102.520,MQ-4,408.45,0.4798,0.7196
2026-09-06T18:40:43.051,103,103520,103.520,MQ-4,408.75,0.4800,0.7201
2026-09-06T18:40:44.051,104,104520,104.520,MQ-4,405.45,0.4776,0.7165
2026-09-06T18:40:45.050,105,105520,105.520,MQ-4,404.35,0.4774,0.7161
2026-09-06T18:40:46.050,106,106520,106.520,MQ-4,402.15,0.4739,0.7109
2026-09-06T18:40:47.051,107,107520,107.520,MQ-4,402.15,0.4746,0.7119
2026-09-06T18:40:48.052,108,108520,108.520,MQ-4,400.80,0.4730,0.7096
2026-09-06T18:40:49.051,109,109520,109.520,MQ-4,401.80,0.4733,0.7099
2026-09-06T18:40:50.050,110,110520,110.520,MQ-4,401.90,0.4737,0.7106
2026-09-06T18:40:51.050,111,111520,111.520,MQ-4,401.50,0.4730,0.7095
2026-09-06T18:40:52.050,112,112520,112.520,MQ-4,402.65,0.4737,0.7105
2026-09-06T18:40:53.051,113,113520,113.520,MQ-4,402.05,0.4751,0.7127
2026-09-06T18:40:54.050,114,114520,114.520,MQ-4,404.25,0.4748,0.7121
2026-09-06T18:40:55.051,115,115520,115.520,MQ-4,406.00,0.4751,0.7126
2026-09-06T18:40:56.051,116,116520,116.520,MQ-4,403.05,0.4771,0.7157
2026-09-06T18:40:57.051,117,117520,117.520,MQ-4,407.55,0.4771,0.7157
2026-09-06T18:40:58.050,118,118520,118.520,MQ-4,406.50,0.4782,0.7174
2026-09-06T18:40:59.050,119,119520,119.520,MQ-4,406.65,0.4776,0.7164
2026-09-06T18:41:00.049,120,120520,120.520,MQ-4,410.30,0.4801,0.7202
2026-09-06T18:41:01.050,121,121520,121.520,MQ-4,408.80,0.4817,0.7225
2026-09-06T18:41:02.049,122,122520,122.520,MQ-4,411.25,0.4812,0.7218
2026-09-06T18:41:03.050,123,123520,123.520,MQ-4,411.75,0.4823,0.7234
2026-09-06T18:41:04.051,124,124520,124.520,MQ-4,413.60,0.4835,0.7253
2026-09-06T18:41:05.049,125,125520,125.520,MQ-4,413.10,0.4841,0.7261
2026-09-06T18:41:06.050,126,126520,126.520,MQ-4,412.70,0.4840,0.7261
2026-09-06T18:41:07.050,127,127520,127.520,MQ-4,413.00,0.4847,0.7271
2026-09-06T18:41:08.050,128,128520,128.520,MQ-4,413.45,0.4843,0.7265
2026-09-06T18:41:09.050,129,129520,129.520,MQ-4,415.15,0.4853,0.7279
2026-09-06T18:41:10.049,130,130520,130.520,MQ-4,415.05,0.4831,0.7246
2026-09-06T18:41:11.050,131,131520,131.520,MQ-4,410.95,0.4815,0.7223
2026-09-06T18:41:12.051,132,132520,132.520,MQ-4,411.70,0.4821,0.7231
2026-09-06T18:41:13.050,133,133520,133.520,MQ-4,414.10,0.4840,0.7259
2026-09-06T18:41:14.049,134,134520,134.520,MQ-4,415.15,0.4854,0.7282
2026-09-06T18:41:15.049,135,135520,135.520,MQ-4,414.60,0.4855,0.7283
2026-09-06T18:41:16.050,136,136520,136.520,MQ-4,416.15,0.4860,0.7289
2026-09-06T18:41:17.050,137,137520,137.520,MQ-4,414.85,0.4854,0.7282
2026-09-06T18:41:18.049,138,138520,138.520,MQ-4,418.50,0.4875,0.7312
2026-09-06T18:41:19.049,139,139520,139.520,MQ-4,417.80,0.4874,0.7310
2026-09-06T18:41:20.050,140,140520,140.520,MQ-4,417.30,0.4862,0.7293
2026-09-06T18:41:21.049,141,141520,141.520,MQ-4,418.35,0.4865,0.7298
2026-09-06T18:41:22.049,142,142520,142.520,MQ-4,417.25,0.4875,0.7313
2026-09-06T18:41:23.050,143,143520,143.520,MQ-4,418.50,0.4879,0.7318
2026-09-06T18:41:24.049,144,144520,144.520,MQ-4,419.00,0.4882,0.7323
2026-09-06T18:41:25.049,145,145520,145.520,MQ-4,418.60,0.4879,0.7318
2026-09-06T18:41:26.050,146,146520,146.520,MQ-4,419.00,0.4885,0.7327
2026-09-06T18:41:27.050,147,147520,147.520,MQ-4,419.05,0.4889,0.7333
2026-09-06T18:41:28.049,148,148520,148.520,MQ-4,419.70,0.4888,0.7333
2026-09-06T18:41:29.051,149,149520,149.520,MQ-4,419.90,0.4891,0.7337
2026-09-06T18:41:30.049,150,150520,150.520,MQ-4,419.75,0.4893,0.7339
2026-09-06T18:41:31.049,151,151520,151.520,MQ-4,419.15,0.4899,0.7348
2026-09-06T18:41:32.049,152,152520,152.520,MQ-4,420.00,0.4888,0.7331
2026-09-06T18:41:33.049,153,153520,153.520,MQ-4,419.55,0.4899,0.7348
2026-09-06T18:41:34.048,154,154520,154.520,MQ-4,419.85,0.4899,0.7348
2026-09-06T18:41:35.049,155,155520,155.520,MQ-4,420.60,0.4897,0.7345
2026-09-06T18:41:36.049,156,156520,156.520,MQ-4,419.75,0.4890,0.7335
2026-09-06T18:41:37.049,157,157520,157.520,MQ-4,415.80,0.4901,0.7351
2026-09-06T18:41:38.049,158,158520,158.520,MQ-4,415.30,0.4853,0.7279
2026-09-06T18:41:39.049,159,159520,159.520,MQ-4,416.40,0.4855,0.7283
2026-09-06T18:41:40.048,160,160520,160.520,MQ-4,418.05,0.4870,0.7304
2026-09-06T18:41:41.049,161,161520,161.520,MQ-4,418.90,0.4871,0.7307
2026-09-06T18:41:42.049,162,162520,162.520,MQ-4,418.25,0.4880,0.7320
2026-09-06T18:41:43.048,163,163520,163.520,MQ-4,419.35,0.4894,0.7341
2026-09-06T18:41:44.049,164,164520,164.520,MQ-4,420.55,0.4895,0.7342
2026-09-06T18:41:45.048,165,165520,165.520,MQ-4,420.45,0.4887,0.7330
2026-09-06T18:41:46.049,166,166520,166.520,MQ-4,420.75,0.4890,0.7334
2026-09-06T18:41:47.048,167,167520,167.520,MQ-4,420.05,0.4886,0.7329
2026-09-06T18:41:48.048,168,168520,168.520,MQ-4,420.25,0.4886,0.7329
2026-09-06T18:41:49.048,169,169520,169.520,MQ-4,423.25,0.4905,0.7357
2026-09-06T18:41:50.048,170,170520,170.520,MQ-4,423.40,0.4910,0.7365
2026-09-06T18:41:51.048,171,171520,171.520,MQ-4,422.20,0.4905,0.7358
2026-09-06T18:41:52.048,172,172520,172.520,MQ-4,421.65,0.4920,0.7380
2026-09-06T18:41:53.048,173,173520,173.520,MQ-4,424.45,0.4915,0.7373
2026-09-06T18:41:54.048,174,174520,174.520,MQ-4,423.05,0.4905,0.7358
2026-09-06T18:41:55.048,175,175520,175.520,MQ-4,421.95,0.4913,0.7370
2026-09-06T18:41:56.047,176,176520,176.520,MQ-4,424.80,0.4919,0.7378
2026-09-06T18:41:57.048,177,177520,177.520,MQ-4,421.35,0.4894,0.7341
2026-09-06T18:41:58.049,178,178520,178.520,MQ-4,418.00,0.4873,0.7309
2026-09-06T18:41:59.048,179,179520,179.520,MQ-4,418.35,0.4877,0.7315
2026-09-06T18:42:00.047,180,180520,180.520,MQ-4,418.40,0.4882,0.7323
2026-09-06T18:42:01.048,181,181520,181.520,MQ-4,418.50,0.4888,0.7333
2026-09-06T18:42:02.048,182,182520,182.520,MQ-4,419.65,0.4877,0.7316
2026-09-06T18:42:03.048,183,183520,183.520,MQ-4,415.25,0.4853,0.7279
2026-09-06T18:42:04.047,184,184520,184.520,MQ-4,415.95,0.4866,0.7299
2026-09-06T18:42:05.047,185,185520,185.520,MQ-4,415.45,0.4851,0.7277
2026-09-06T18:42:06.047,186,186520,186.520,MQ-4,417.00,0.4865,0.7297
2026-09-06T18:42:07.047,187,187520,187.520,MQ-4,419.15,0.4874,0.7310
2026-09-06T18:42:08.048,188,188520,188.520,MQ-4,420.95,0.4902,0.7353
2026-09-06T18:42:09.047,189,189520,189.520,MQ-4,421.40,0.4913,0.7369
2026-09-06T18:42:10.047,190,190520,190.520,MQ-4,423.10,0.4908,0.7361
2026-09-06T18:42:11.048,191,191520,191.520,MQ-4,423.20,0.4919,0.7378
2026-09-06T18:42:12.047,192,192520,192.520,MQ-4,423.20,0.4924,0.7387
2026-09-06T18:42:13.048,193,193520,193.520,MQ-4,424.25,0.4915,0.7372
2026-09-06T18:42:14.048,194,194520,194.520,MQ-4,424.70,0.4930,0.7394
2026-09-06T18:42:15.047,195,195520,195.520,MQ-4,425.15,0.4935,0.7402
2026-09-06T18:42:16.046,196,196520,196.520,MQ-4,426.15,0.4938,0.7408
2026-09-06T18:42:17.046,197,197520,197.520,MQ-4,425.95,0.4945,0.7418
2026-09-06T18:42:18.045,198,198520,198.520,MQ-4,427.35,0.4950,0.7425
2026-09-06T18:42:19.047,199,199520,199.520,MQ-4,427.45,0.4954,0.7431
2026-09-06T18:42:20.047,200,200520,200.520,MQ-4,428.05,0.4949,0.7423
2026-09-06T18:42:21.047,201,201520,201.520,MQ-4,426.75,0.4950,0.7426
2026-09-06T18:42:22.047,202,202520,202.520,MQ-4,425.50,0.4947,0.7421
2026-09-06T18:42:23.046,203,203520,203.520,MQ-4,425.60,0.4953,0.7429
2026-09-06T18:42:24.046,204,204520,204.520,MQ-4,425.25,0.4955,0.7432
2026-09-06T18:42:25.046,205,205520,205.520,MQ-4,427.55,0.4963,0.7444
2026-09-06T18:42:26.047,206,206520,206.520,MQ-4,428.10,0.4955,0.7432
2026-09-06T18:42:27.046,207,207520,207.520,MQ-4,427.50,0.4953,0.7429
2026-09-06T18:42:28.047,208,208520,208.520,MQ-4,427.55,0.4930,0.7394
2026-09-06T18:42:29.047,209,209520,209.520,MQ-4,426.85,0.4952,0.7428
2026-09-06T18:42:30.046,210,210520,210.520,MQ-4,425.35,0.4933,0.7400
2026-09-06T18:42:31.046,211,211520,211.520,MQ-4,425.80,0.4939,0.7408
2026-09-06T18:42:32.046,212,212520,212.520,MQ-4,425.55,0.4957,0.7436
2026-09-06T18:42:33.046,213,213520,213.520,MQ-4,426.05,0.4939,0.7408
2026-09-06T18:42:34.046,214,214520,214.520,MQ-4,425.40,0.4933,0.7399
2026-09-06T18:42:35.047,215,215520,215.520,MQ-4,424.20,0.4922,0.7384
2026-09-06T18:42:36.045,216,216520,216.520,MQ-4,423.85,0.4920,0.7381
2026-09-06T18:42:37.045,217,217520,217.520,MQ-4,424.05,0.4935,0.7402
2026-09-06T18:42:38.046,218,218520,218.520,MQ-4,425.25,0.4940,0.7410
2026-09-06T18:42:39.045,219,219520,219.520,MQ-4,424.40,0.4933,0.7399
2026-09-06T18:42:40.047,220,220520,220.520,MQ-4,426.80,0.4944,0.7415
2026-09-06T18:42:41.046,221,221520,221.520,MQ-4,427.45,0.4930,0.7395
2026-09-06T18:42:42.045,222,222520,222.520,MQ-4,426.15,0.4961,0.7441
2026-09-06T18:42:43.046,223,223520,223.520,MQ-4,427.45,0.4950,0.7425
2026-09-06T18:42:44.045,224,224520,224.520,MQ-4,429.55,0.4950,0.7424
2026-09-06T18:42:45.046,225,225520,225.520,MQ-4,428.15,0.4952,0.7428
2026-09-06T18:42:46.046,226,226520,226.520,MQ-4,429.10,0.4945,0.7417
2026-09-06T18:42:47.045,227,227520,227.520,MQ-4,428.25,0.4983,0.7474
2026-09-06T18:42:48.046,228,228520,228.520,MQ-4,428.25,0.4958,0.7437
2026-09-06T18:42:49.045,229,229520,229.520,MQ-4,426.50,0.4958,0.7437
2026-09-06T18:42:50.045,230,230520,230.520,MQ-4,428.15,0.4975,0.7462
2026-09-06T18:42:51.046,231,231520,231.520,MQ-4,428.10,0.4956,0.7434
2026-09-06T18:42:52.046,232,232520,232.520,MQ-4,427.00,0.4956,0.7434
2026-09-06T18:42:53.045,233,233520,233.520,MQ-4,427.00,0.4965,0.7448
2026-09-06T18:42:54.045,234,234520,234.520,MQ-4,427.75,0.4986,0.7480
2026-09-06T18:42:55.045,235,235520,235.520,MQ-4,429.60,0.4963,0.7444
2026-09-06T18:42:56.045,236,236520,236.520,MQ-4,429.75,0.4971,0.7456
2026-09-06T18:42:57.045,237,237520,237.520,MQ-4,429.10,0.4976,0.7465
2026-09-06T18:42:58.045,238,238520,238.520,MQ-4,429.35,0.4956,0.7435
2026-09-06T18:42:59.045,239,239520,239.520,MQ-4,428.50,0.4947,0.7421
2026-09-06T18:43:00.044,240,240520,240.520,MQ-4,425.30,0.4955,0.7432
2026-09-06T18:43:01.044,241,241520,241.520,MQ-4,427.25,0.4950,0.7426
2026-09-06T18:43:02.045,242,242520,242.520,MQ-4,429.05,0.4963,0.7444
2026-09-06T18:43:03.045,243,243520,243.520,MQ-4,429.50,0.4963,0.7444
2026-09-06T18:43:04.045,244,244520,244.520,MQ-4,430.35,0.4974,0.7460
2026-09-06T18:43:05.045,245,245520,245.520,MQ-4,430.65,0.4962,0.7443
2026-09-06T18:43:06.045,246,246520,246.520,MQ-4,429.85,0.4970,0.7455
2026-09-06T18:43:07.045,247,247520,247.520,MQ-4,426.70,0.4990,0.7484
2026-09-06T18:43:08.046,248,248520,248.520,MQ-4,427.75,0.4970,0.7455
2026-09-06T18:43:09.045,249,249520,249.520,MQ-4,429.25,0.4980,0.7471
2026-09-06T18:43:10.044,250,250520,250.520,MQ-4,428.95,0.4959,0.7438
2026-09-06T18:43:11.044,251,251520,251.520,MQ-4,429.40,0.4974,0.7460
2026-09-06T18:43:12.045,252,252520,252.520,MQ-4,430.75,0.4965,0.7447
2026-09-06T18:43:13.045,253,253520,253.520,MQ-4,431.60,0.4981,0.7472
2026-09-06T18:43:14.044,254,254520,254.520,MQ-4,430.70,0.4962,0.7443
2026-09-06T18:43:15.045,255,255520,255.520,MQ-4,430.60,0.4969,0.7453
2026-09-06T18:43:16.045,256,256520,256.520,MQ-4,429.10,0.4970,0.7454
2026-09-06T18:43:17.044,257,257520,257.520,MQ-4,429.50,0.4980,0.7470
2026-09-06T18:43:18.044,258,258520,258.520,MQ-4,430.95,0.4979,0.7468
2026-09-06T18:43:19.045,259,259520,259.520,MQ-4,430.30,0.4971,0.7456
2026-09-06T18:43:20.045,260,260520,260.520,MQ-4,429.20,0.4973,0.7459
2026-09-06T18:43:21.045,261,261520,261.520,MQ-4,429.35,0.4974,0.7461
2026-09-06T18:43:22.044,262,262520,262.520,MQ-4,429.85,0.4974,0.7460
2026-09-06T18:43:23.044,263,263520,263.520,MQ-4,430.55,0.4976,0.7465
2026-09-06T18:43:24.043,264,264520,264.520,MQ-4,427.85,0.4952,0.7429
2026-09-06T18:43:25.043,265,265520,265.520,MQ-4,426.80,0.4957,0.7436
2026-09-06T18:43:26.043,266,266520,266.520,MQ-4,427.65,0.4958,0.7437
2026-09-06T18:43:27.044,267,267520,267.520,MQ-4,427.10,0.4933,0.7400
2026-09-06T18:43:28.043,268,268520,268.520,MQ-4,429.50,0.4945,0.7417
2026-09-06T18:43:29.043,269,269520,269.520,MQ-4,430.90,0.4950,0.7426
2026-09-06T18:43:30.044,270,270520,270.520,MQ-4,429.30,0.4972,0.7458
2026-09-06T18:43:31.043,271,271520,271.520,MQ-4,427.25,0.4956,0.7435
2026-09-06T18:43:32.043,272,272520,272.520,MQ-4,426.85,0.4954,0.7430
2026-09-06T18:43:33.044,273,273520,273.520,MQ-4,428.25,0.4951,0.7427
2026-09-06T18:43:34.044,274,274520,274.520,MQ-4,424.00,0.4945,0.7418
2026-09-06T18:43:35.043,275,275520,275.520,MQ-4,427.15,0.4944,0.7416
2026-09-06T18:43:36.043,276,276520,276.520,MQ-4,426.00,0.4940,0.7410
2026-09-06T18:43:37.044,277,277520,277.520,MQ-4,426.55,0.4924,0.7387
2026-09-06T18:43:38.044,278,278520,278.520,MQ-4,426.60,0.4938,0.7408
2026-09-06T18:43:39.043,279,279520,279.520,MQ-4,425.05,0.4933,0.7399
2026-09-06T18:43:40.043,280,280520,280.520,MQ-4,430.25,0.4963,0.7444
2026-09-06T18:43:41.043,281,281520,281.520,MQ-4,425.25,0.4954,0.7430
2026-09-06T18:43:42.043,282,282520,282.520,MQ-4,425.70,0.4953,0.7429
2026-09-06T18:43:43.043,283,283520,283.520,MQ-4,425.95,0.4944,0.7415
2026-09-06T18:43:44.044,284,284520,284.520,MQ-4,425.85,0.4942,0.7413
2026-09-06T18:43:45.043,285,285520,285.520,MQ-4,424.85,0.4956,0.7435
2026-09-06T18:43:46.044,286,286520,286.520,MQ-4,426.65,0.4942,0.7413
2026-09-06T18:43:47.043,287,287520,287.520,MQ-4,423.10,0.4909,0.7363
2026-09-06T18:43:48.043,288,288520,288.520,MQ-4,422.65,0.4934,0.7401
2026-09-06T18:43:49.044,289,289520,289.520,MQ-4,425.60,0.4935,0.7402
2026-09-06T18:43:50.043,290,290520,290.520,MQ-4,425.50,0.4931,0.7397
2026-09-06T18:43:51.043,291,291520,291.520,MQ-4,426.60,0.4945,0.7418
2026-09-06T18:43:52.043,292,292520,292.520,MQ-4,424.90,0.4940,0.7411
2026-09-06T18:43:53.043,293,293520,293.520,MQ-4,423.95,0.4942,0.7414
2026-09-06T18:43:54.043,294,294520,294.520,MQ-4,425.45,0.4924,0.7387
2026-09-06T18:43:55.043,295,295520,295.520,MQ-4,425.60,0.4908,0.7361
2026-09-06T18:43:56.043,296,296520,296.520,MQ-4,425.05,0.4925,0.7387
2026-09-06T18:43:57.043,297,297520,297.520,MQ-4,425.30,0.4936,0.7403
2026-09-06T18:43:58.043,298,298520,298.520,MQ-4,422.70,0.4924,0.7386
2026-09-06T18:43:59.042,299,299520,299.520,MQ-4,419.85,0.4895,0.7343
2026-09-06T18:44:00.042,300,300520,300.520,MQ-4,423.25,0.4936,0.7404
2026-09-06T18:44:01.042,301,301520,301.520,MQ-4,426.20,0.4936,0.7403
2026-09-06T18:44:02.043,302,302520,302.520,MQ-4,425.65,0.4930,0.7396
2026-09-06T18:44:03.043,303,303520,303.520,MQ-4,424.70,0.4925,0.7387
2026-09-06T18:44:04.043,304,304520,304.520,MQ-4,421.10,0.4927,0.7390
2026-09-06T18:44:05.042,305,305520,305.520,MQ-4,423.10,0.4924,0.7385
2026-09-06T18:44:06.043,306,306520,306.520,MQ-4,423.60,0.4915,0.7372
2026-09-06T18:44:07.042,307,307520,307.520,MQ-4,425.45,0.4928,0.7392
2026-09-06T18:44:08.042,308,308520,308.520,MQ-4,427.80,0.4934,0.7401
2026-09-06T18:44:09.041,309,309520,309.520,MQ-4,426.40,0.4926,0.7389
2026-09-06T18:44:10.042,310,310520,310.520,MQ-4,425.30,0.4959,0.7438
2026-09-06T18:44:11.042,311,311520,311.520,MQ-4,425.80,0.4940,0.7410
2026-09-06T18:44:12.041,312,312520,312.520,MQ-4,429.65,0.4957,0.7436
2026-09-06T18:44:13.041,313,313520,313.520,MQ-4,427.45,0.4945,0.7418
2026-09-06T18:44:14.044,314,314520,314.520,MQ-4,427.90,0.4958,0.7436
2026-09-06T18:44:15.041,315,315520,315.520,MQ-4,426.75,0.4951,0.7427
